기간	자치구	행정동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상
2019	영등포구	당산2동	계	36,324	1,361	1,343	1,149	1,163	2,484	4,870	4,250	3,582	2,589	2,445	2,312	2,384	2,091	1,443	1,080	789	542	289	98	31	29
2019	영등포구	당산2동	한국인	35,883	1,357	1,341	1,144	1,155	2,412	4,792	4,201	3,535	2,574	2,416	2,263	2,342	2,071	1,432	1,073	786	542	289	98	31	29
2019	영등포구	당산2동	외국인	441	4	2	5	8	72	78	49	47	15	29	49	42	20	11	7	3	-	-	-	-	-
2019	영등포구	양평1동	계	18,263	806	584	475	601	953	1,875	2,359	2,135	1,561	1,337	1,104	1,096	976	789	603	501	303	125	56	15	9
2019	영등포구	양평1동	한국인	17,900	802	575	472	595	923	1,798	2,305	2,087	1,526	1,326	1,084	1,069	956	784	597	496	302	123	56	15	9
2019	영등포구	양평1동	외국인	363	4	9	3	6	30	77	54	48	35	11	20	27	20	5	6	5	1	2	-	-	-
2019	영등포구	양평2동	계	22,802	1,011	800	738	983	1,472	2,285	2,758	2,345	1,698	1,816	1,653	1,508	1,327	783	645	439	313	160	49	15	4
2019	영등포구	양평2동	한국인	22,541	1,008	797	738	979	1,431	2,234	2,707	2,317	1,683	1,799	1,637	1,492	1,316	781	644	438	312	160	49	15	4
2019	영등포구	양평2동	외국인	261	3	3	-	4	41	51	51	28	15	17	16	16	11	2	1	1	1	-	-	-	-
2019	영등포구	신길1동	계	19,750	414	414	408	623	1,198	2,289	1,855	1,502	1,305	1,638	1,604	1,778	1,470	981	842	698	430	197	60	23	21
2019	영등포구	신길1동	한국인	17,664	340	360	372	606	1,137	2,187	1,673	1,327	1,136	1,374	1,276	1,390	1,308	932	826	693	427	196	60	23	21
2019	영등포구	신길1동	외국인	2,086	74	54	36	17	61	102	182	175	169	264	328	388	162	49	16	5	3	1	-	-	-
2019	영등포구	신길3동	계	18,727	697	688	574	700	1,000	1,322	1,313	1,501	1,318	1,597	1,748	1,793	1,518	999	764	610	352	156	58	12	7
2019	영등포구	신길3동	한국인	17,335	640	632	554	689	976	1,259	1,187	1,373	1,209	1,427	1,506	1,539	1,418	981	758	606	348	156	58	12	7
2019	영등포구	신길3동	외국인	1,392	57	56	20	11	24	63	126	128	109	170	242	254	100	18	6	4	4	-	-	-	-
2019	영등포구	신길4동	계	9,985	185	207	310	357	616	734	625	595	625	872	994	1,102	957	550	494	368	232	98	37	12	15
2019	영등포구	신길4동	한국인	8,977	148	180	295	348	603	695	546	521	529	743	812	900	886	528	490	362	231	97	36	12	15
2019	영등포구	신길4동	외국인	1,008	37	27	15	9	13	39	79	74	96	129	182	202	71	22	4	6	1	1	1	-	-
2019	영등포구	신길5동	계	10,670	238	293	313	388	601	700	611	710	746	978	1,076	1,222	933	659	496	342	223	85	36	5	15
2019	영등포구	신길5동	한국인	9,055	178	260	292	372	568	639	469	590	612	749	814	881	816	633	488	340	217	82	35	5	15
2019	영등포구	신길5동	외국인	1,615	60	33	21	16	33	61	142	120	134	229	262	341	117	26	8	2	6	3	1	-	-
2019	영등포구	신길6동	계	19,434	597	587	532	714	1,196	1,849	1,644	1,514	1,309	1,529	1,622	1,720	1,520	1,080	794	583	391	161	60	19	13
2019	영등포구	신길6동	한국인	18,198	549	556	506	701	1,169	1,800	1,544	1,430	1,214	1,372	1,406	1,470	1,419	1,060	786	582	388	157	59	17	13
2019	영등포구	신길6동	외국인	1,236	48	31	26	13	27	49	100	84	95	157	216	250	101	20	8	1	3	4	1	2	-
2019	영등포구	신길7동	계	17,075	799	883	655	886	1,111	1,300	1,275	1,599	1,328	1,494	1,404	1,210	1,095	673	535	399	247	120	41	10	11
2019	영등포구	신길7동	한국인	16,855	790	874	653	882	1,101	1,281	1,241	1,575	1,313	1,475	1,373	1,184	1,082	670	534	399	247	119	41	10	11
2019	영등포구	신길7동	외국인	220	9	9	2	4	10	19	34	24	15	19	31	26	13	3	1	-	-	1	-	-	-
2019	영등포구	대림1동	계	16,332	412	371	410	568	902	1,270	1,117	1,053	1,113	1,501	1,657	1,878	1,299	926	741	593	316	130	49	10	16
2019	영등포구	대림1동	한국인	12,885	263	252	327	523	854	1,158	775	741	793	1,062	1,116	1,249	1,079	863	724	590	314	128	48	10	16
2019	영등포구	대림1동	외국인	3,447	149	119	83	45	48	112	342	312	320	439	541	629	220	63	17	3	2	2	1	-	-
2019	영등포구	대림2동	계	21,370	574	519	391	473	863	1,577	1,675	1,547	1,508	2,110	2,519	3,031	1,713	926	806	597	354	127	42	11	7
2019	영등포구	대림2동	한국인	12,673	273	276	262	396	726	1,213	893	839	795	991	1,110	1,185	1,037	793	774	585	347	122	39	11	6
2019	영등포구	대림2동	외국인	8,697	301	243	129	77	137	364	782	708	713	1,119	1,409	1,846	676	133	32	12	7	5	3	-	1
2019	영등포구	대림3동	계	28,638	924	783	801	977	1,571	1,987	2,224	2,201	1,881	2,556	2,925	3,313	2,388	1,418	1,103	813	496	196	62	15	4
2019	영등포구	대림3동	한국인	23,730	720	654	705	940	1,469	1,778	1,748	1,775	1,502	1,979	2,089	2,326	2,042	1,345	1,084	807	493	195	61	14	4
2019	영등포구	대림3동	외국인	4,908	204	129	96	37	102	209	476	426	379	577	836	987	346	73	19	6	3	1	1	1	-
2019	영등포구	영등포본동	계	24,813	901	879	610	894	1,285	1,705	1,803	2,052	1,721	2,151	2,311	2,561	2,084	1,316	1,005	763	462	191	76	30	13
2019	영등포구	영등포본동	한국인	21,950	807	789	568	859	1,231	1,619	1,554	1,823	1,517	1,799	1,828	1,923	1,852	1,261	996	759	456	190	76	30	13
2019	영등포구	영등포본동	외국인	2,863	94	90	42	35	54	86	249	229	204	352	483	638	232	55	9	4	6	1	-	-	-
2019	영등포구	영등포동	계	27,166	778	514	393	548	1,688	4,350	3,872	2,658	1,720	1,787	1,793	1,952	1,762	1,170	868	643	380	176	72	17	25
2019	영등포구	영등포동	한국인	26,450	766	510	386	534	1,578	4,230	3,757	2,589	1,675	1,727	1,742	1,881	1,739	1,160	866	641	380	176	72	16	25
2019	영등포구	영등포동	외국인	716	12	4	7	14	110	120	115	69	45	60	51	71	23	10	2	2	-	-	-	1	-
2019	영등포구	도림동	계	21,552	772	582	462	622	1,090	1,752	1,977	1,927	1,528	1,921	1,966	2,138	1,530	1,043	825	697	448	179	62	14	17
2019	영등포구	도림동	한국인	18,636	638	492	430	591	1,048	1,629	1,698	1,699	1,317	1,586	1,499	1,546	1,276	977	810	690	444	178	57	14	17
2019	영등포구	도림동	외국인	2,916	134	90	32	31	42	123	279	228	211	335	467	592	254	66	15	7	4	1	5	-	-
2019	영등포구	문래동	계	31,963	1,530	1,749	1,589	1,396	1,542	2,080	2,596	3,272	3,028	2,739	2,096	1,988	1,965	1,498	1,125	843	546	236	90	31	24
2019	영등포구	문래동	한국인	31,735	1,526	1,745	1,583	1,395	1,522	2,040	2,567	3,248	3,001	2,724	2,083	1,972	1,954	1,488	1,123	842	543	236	89	30	24
2019	영등포구	문래동	외국인	228	4	4	6	1	20	40	29	24	27	15	13	16	11	10	2	1	3	-	1	1	-
2019	동작구	소계	계	408,912	12,708	14,297	13,357	16,860	31,549	39,776	33,147	32,867	29,677	32,302	30,520	31,421	28,205	19,985	16,507	12,656	7,651	3,448	1,319	370	290
2019	동작구	소계	한국인	395,963	12,473	14,123	13,266	16,185	28,188	38,194	32,056	32,105	29,050	31,434	29,357	29,901	27,637	19,839	16,469	12,637	7,632	3,442	1,318	370	287
2019	동작구	소계	외국인	12,949	235	174	91	675	3,361	1,582	1,091	762	627	868	1,163	1,520	568	146	38	19	19	6	1	-	3
2019	동작구	노량진2동	계	13,789	212	224	233	422	846	1,525	1,130	958	766	988	1,231	1,460	1,190	823	677	551	323	143	60	13	14
2019	동작구	노량진2동	한국인	12,784	185	204	225	412	805	1,433	1,018	877	702	887	1,089	1,249	1,117	808	673	549	321	143	60	13	14
2019	동작구	노량진2동	외국인	1,005	27	20	8	10	41	92	112	81	64	101	142	211	73	15	4	2	2	-	-	-	-
2019	동작구	상도1동	계	48,153	1,517	1,776	1,596	2,049	6,213	5,256	3,411	3,508	3,312	3,434	3,265	3,195	2,996	2,054	1,778	1,297	847	412	155	51	31
2019	동작구	상도1동	한국인	45,819	1,502	1,769	1,594	1,823	4,862	4,840	3,276	3,460	3,285	3,411	3,245	3,164	2,979	2,047	1,775	1,296	845	411	155	51	29
2019	동작구	상도1동	외국인	2,334	15	7	2	226	1,351	416	135	48	27	23	20	31	17	7	3	1	2	1	-	-	2
2019	동작구	상도2동	계	29,270	1,224	1,219	949	1,093	2,000	2,619	2,464	2,653	2,278	2,326	2,130	2,107	1,956	1,353	1,110	835	547	262	87	34	24
2019	동작구	상도2동	한국인	28,872	1,218	1,216	944	1,073	1,937	2,574	2,422	2,615	2,252	2,305	2,090	2,061	1,931	1,340	1,109	833	546	261	87	34	24
2019	동작구	상도2동	외국인	398	6	3	5	20	63	45	42	38	26	21	40	46	25	13	1	2	1	1	-	-	-
2019	동작구	상도3동	계	26,041	766	706	736	1,073	1,723	2,589	2,309	2,178	1,845	2,105	2,029	2,009	1,808	1,276	1,144	904	530	193	82	23	13
2019	동작구	상도3동	한국인	25,626	746	695	733	1,067	1,692	2,546	2,259	2,133	1,821	2,060	1,976	1,959	1,785	1,267	1,143	904	529	193	82	23	13
2019	동작구	상도3동	외국인	415	20	11	3	6	31	43	50	45	24	45	53	50	23	9	1	-	1	-	-	-	-
2019	동작구	상도4동	계	29,893	941	994	908	1,169	1,958	2,713	2,617	2,490	2,216	2,375	2,317	2,391	2,119	1,494	1,263	933	621	259	87	17	11
2019	동작구	상도4동	한국인	29,468	928	979	901	1,159	1,921	2,676	2,565	2,457	2,181	2,342	2,263	2,322	2,101	1,488	1,258	932	621	259	87	17	11
2019	동작구	상도4동	외국인	425	13	15	7	10	37	37	52	33	35	33	54	69	18	6	5	1	-	-	-	-	-
2019	동작구	사당1동	계	24,026	486	441	380	643	1,800	3,552	2,781	2,121	1,538	1,505	1,568	1,879	1,782	1,263	1,059	682	338	134	54	14	6
2019	동작구	사당1동	한국인	23,363	471	430	376	634	1,762	3,475	2,715	2,073	1,501	1,434	1,477	1,749	1,729	1,256	1,057	681	335	134	54	14	6
2019	동작구	사당1동	외국인	663	15	11	4	9	38	77	66	48	37	71	91	130	53	7	2	1	3	-	-	-	-
2019	동작구	사당3동	계	26,034	1,037	1,225	840	876	1,534	2,086	1,980	2,404	2,088	1,942	1,827	2,056	1,944	1,462	1,170	825	428	192	69	30	19
2019	동작구	사당3동	한국인	25,744	1,035	1,221	835	871	1,511	2,047	1,942	2,385	2,056	1,912	1,797	2,010	1,931	1,462	1,170	823	427	192	68	30	19
2019	동작구	사당3동	외국인	290	2	4	5	5	23	39	38	19	32	30	30	46	13	-	-	2	1	-	1	-	-
2019	동작구	사당4동	계	14,921	460	363	333	479	950	1,653	1,395	1,300	1,042	1,111	1,045	1,192	1,109	814	724	481	287	112	49	17	5
2019	동작구	사당4동	한국인	14,714	459	360	332	478	922	1,614	1,366	1,274	1,031	1,094	1,025	1,172	1,100	812	724	481	287	112	49	17	5
2019	동작구	사당4동	외국인	207	1	3	1	1	28	39	29	26	11	17	20	20	9	2	-	-	-	-	-	-	-
2019	동작구	사당5동	계	12,886	438	466	449	505	817	1,174	1,086	1,088	1,028	1,013	968	1,006	868	688	514	386	233	98	35	15	11
2019	동작구	사당5동	한국인	12,760	438	465	448	503	802	1,154	1,068	1,078	1,021	999	953	993	862	684	514	386	233	98	35	15	11
2019	동작구	사당5동	외국인	126	-	1	1	2	15	20	18	10	7	14	15	13	6	4	-	-	-	-	-	-	-
2019	동작구	대방동	계	40,177	983	1,571	2,002	2,485	2,893	3,693	2,894	2,832	3,206	3,908	3,211	2,766	2,343	1,728	1,371	1,074	706	337	130	22	22
2019	동작구	대방동	한국인	39,725	975	1,564	1,995	2,475	2,861	3,646	2,840	2,789	3,171	3,861	3,161	2,697	2,315	1,723	1,366	1,073	704	335	130	22	22
2019	동작구	대방동	외국인	452	8	7	7	10	32	47	54	43	35	47	50	69	28	5	5	1	2	2	-	-	-
2019	동작구	신대방1동	계	26,599	750	1,079	1,294	1,442	1,620	1,850	1,660	1,849	2,134	2,718	2,374	2,388	1,923	1,184	879	721	436	193	84	16	5
2019	동작구	신대방1동	한국인	23,894	659	1,014	1,261	1,424	1,554	1,739	1,449	1,646	1,912	2,383	1,906	1,805	1,700	1,125	871	715	433	193	84	16	5
2019	동작구	신대방1동	외국인	2,705	91	65	33	18	66	111	211	203	222	335	468	583	223	59	8	6	3	-	-	-	-
2019	동작구	신대방2동	계	20,719	685	890	892	902	1,336	2,150	1,739	1,751	1,612	1,787	1,469	1,374	1,239	905	778	648	351	133	53	13	12
2019	동작구	신대방2동	한국인	20,419	675	886	891	900	1,309	2,131	1,714	1,721	1,592	1,753	1,430	1,312	1,217	901	778	648	351	132	53	13	12
2019	동작구	신대방2동	외국인	300	10	4	1	2	27	19	25	30	20	34	39	62	22	4	-	-	-	1	-	-	-
2019	동작구	흑석동	계	35,551	1,184	1,300	994	1,580	4,033	3,228	2,432	2,727	2,407	2,588	2,639	2,672	2,261	1,655	1,365	1,160	732	356	145	40	53
2019	동작구	흑석동	한국인	32,777	1,172	1,293	994	1,251	2,495	2,718	2,263	2,666	2,381	2,566	2,607	2,636	2,244	1,652	1,359	1,158	729	356	145	40	52
2019	동작구	흑석동	외국인	2,774	12	7	-	329	1,538	510	169	61	26	22	32	36	17	3	6	2	3	-	-	-	1
2019	동작구	노량진1동	계	32,563	1,014	1,099	956	1,177	2,258	3,390	2,884	2,565	2,138	2,365	2,307	2,575	2,416	1,674	1,322	1,147	742	335	137	30	32
2019	동작구	노량진1동	한국인	32,202	1,007	1,093	950	1,157	2,205	3,349	2,844	2,527	2,109	2,342	2,272	2,535	2,402	1,667	1,321	1,147	741	335	137	30	32
2019	동작구	노량진1동	외국인	361	7	6	6	20	53	41	40	38	29	23	35	40	14	7	1	-	1	-	-	-	-
2019	동작구	사당2동	계	28,290	1,011	944	795	965	1,568	2,298	2,365	2,443	2,067	2,137	2,140	2,351	2,251	1,612	1,353	1,012	530	289	92	35	32
2019	동작구	사당2동	한국인	27,796	1,003	934	787	958	1,550	2,252	2,315	2,404	2,035	2,085	2,066	2,237	2,224	1,607	1,351	1,011	530	288	92	35	32
2019	동작구	사당2동	외국인	494	8	10	8	7	18	46	50	39	32	52	74	114	27	5	2	1	-	1	-	-	-
2019	관악구	소계	계	517,334	12,322	13,694	13,494	17,745	41,202	69,774	50,342	41,882	34,770	38,826	36,521	37,689	33,879	24,946	20,530	15,783	8,617	3,424	1,248	341	305
2019	관악구	소계	한국인	500,094	11,775	13,322	13,277	17,423	39,760	67,627	48,368	40,490	33,650	37,219	34,456	35,080	32,860	24,683	20,453	15,758	8,594	3,412	1,242	340	305
2019	관악구	소계	외국인	17,240	547	372	217	322	1,442	2,147	1,974	1,392	1,120	1,607	2,065	2,609	1,019	263	77	25	23	12	6	1	-
2019	관악구	보라매동	계	26,496	760	708	696	936	2,084	3,036	2,486	2,183	1,744	1,891	1,821	1,989	1,938	1,354	1,210	882	464	210	80	14	10
2019	관악구	보라매동	한국인	25,147	708	693	672	904	1,801	2,836	2,281	2,059	1,675	1,814	1,728	1,883	1,897	1,336	1,205	881	463	209	78	14	10
2019	관악구	보라매동	외국인	1,349	52	15	24	32	283	200	205	124	69	77	93	106	41	18	5	1	1	1	2	-	-
2019	관악구	청림동	계	16,286	816	692	580	646	917	1,076	1,214	1,533	1,360	1,344	1,188	1,204	1,088	835	659	539	360	155	49	9	22
2019	관악구	청림동	한국인	16,144	806	690	580	645	897	1,047	1,192	1,518	1,352	1,338	1,185	1,189	1,081	831	659	539	360	155	49	9	22
2019	관악구	청림동	외국인	142	10	2	-	1	20	29	22	15	8	6	3	15	7	4	-	-	-	-	-	-	-
2019	관악구	행운동	계	30,061	676	669	632	829	2,405	5,151	3,651	2,579	1,919	1,943	1,753	1,914	1,805	1,363	1,241	830	421	180	68	16	16
2019	관악구	행운동	한국인	29,526	661	651	625	820	2,366	5,048	3,575	2,540	1,875	1,903	1,710	1,849	1,778	1,357	1,239	830	419	180	68	16	16
2019	관악구	행운동	외국인	535	15	18	7	9	39	103	76	39	44	40	43	65	27	6	2	-	2	-	-	-	-
2019	관악구	낙성대동	계	17,623	401	465	381	513	1,940	3,603	2,287	1,459	1,103	1,043	909	834	758	602	510	441	234	89	29	13	9
2019	관악구	낙성대동	한국인	16,876	374	444	376	493	1,831	3,424	2,159	1,380	1,052	1,008	875	799	740	602	507	439	233	89	29	13	9
2019	관악구	낙성대동	외국인	747	27	21	5	20	109	179	128	79	51	35	34	35	18	-	3	2	1	-	-	-	-
2019	관악구	중앙동	계	15,895	242	238	248	472	1,533	2,916	1,854	1,206	869	999	1,031	1,031	940	729	602	547	277	113	29	10	9
2019	관악구	중앙동	한국인	15,458	236	232	243	462	1,500	2,859	1,800	1,181	842	947	978	953	919	721	601	547	276	113	29	10	9
2019	관악구	중앙동	외국인	437	6	6	5	10	33	57	54	25	27	52	53	78	21	8	1	-	1	-	-	-	-
2019	관악구	인헌동	계	27,088	615	749	721	1,016	2,054	3,868	2,948	2,276	1,844	2,017	1,821	1,798	1,610	1,272	981	822	439	155	57	17	8
2019	관악구	인헌동	한국인	26,703	606	739	718	1,012	2,019	3,796	2,891	2,232	1,812	1,988	1,799	1,758	1,595	1,263	979	822	438	154	57	17	8
2019	관악구	인헌동	외국인	385	9	10	3	4	35	72	57	44	32	29	22	40	15	9	2	-	1	1	-	-	-
2019	관악구	남현동	계	18,980	581	564	387	530	1,420	2,545	2,250	1,697	1,226	1,238	1,328	1,353	1,256	907	735	548	248	107	45	12	3
2019	관악구	남현동	한국인	18,780	579	564	383	528	1,400	2,523	2,226	1,674	1,213	1,216	1,301	1,329	1,245	902	735	548	247	107	45	12	3
2019	관악구	남현동	외국인	200	2	-	4	2	20	22	24	23	13	22	27	24	11	5	-	-	1	-	-	-	-
2019	관악구	서원동	계	24,068	425	403	350	608	2,237	4,350	2,890	2,056	1,451	1,523	1,523	1,614	1,479	1,069	837	689	373	130	38	14	9
2019	관악구	서원동	한국인	23,194	395	387	345	596	2,168	4,192	2,772	1,987	1,396	1,455	1,433	1,502	1,422	1,060	834	688	372	130	37	14	9
2019	관악구	서원동	외국인	874	30	16	5	12	69	158	118	69	55	68	90	112	57	9	3	1	1	-	1	-	-
2019	관악구	신원동	계	19,742	397	389	400	536	1,575	2,867	2,027	1,492	1,217	1,423	1,457	1,493	1,383	946	858	694	372	129	49	26	12
2019	관악구	신원동	한국인	18,510	348	357	388	528	1,536	2,781	1,898	1,401	1,141	1,280	1,256	1,252	1,285	931	849	693	372	127	49	26	12
2019	관악구	신원동	외국인	1,232	49	32	12	8	39	86	129	91	76	143	201	241	98	15	9	1	-	2	-	-	-
2019	관악구	서림동	계	24,339	462	496	498	724	2,216	3,812	2,649	2,146	1,586	1,726	1,588	1,610	1,485	1,173	868	683	367	151	66	15	18
2019	관악구	서림동	한국인	23,727	451	492	492	665	2,080	3,655	2,565	2,114	1,568	1,695	1,564	1,573	1,475	1,172	866	683	367	151	66	15	18
2019	관악구	서림동	외국인	612	11	4	6	59	136	157	84	32	18	31	24	37	10	1	2	-	-	-	-	-	-
2019	관악구	신사동	계	25,960	570	548	584	783	2,133	3,624	2,509	2,029	1,661	2,079	2,113	2,351	1,597	1,160	907	709	361	159	54	16	13
2019	관악구	신사동	한국인	22,862	446	441	530	760	2,049	3,477	2,257	1,784	1,440	1,692	1,626	1,686	1,381	1,092	898	707	358	158	52	15	13
2019	관악구	신사동	외국인	3,098	124	107	54	23	84	147	252	245	221	387	487	665	216	68	9	2	3	1	2	1	-
2019	관악구	신림동	계	22,525	273	190	179	344	2,563	5,807	3,620	2,281	1,344	1,183	972	989	885	630	537	391	206	78	31	7	15
2019	관악구	신림동	한국인	21,645	254	181	173	333	2,489	5,663	3,505	2,197	1,294	1,113	865	889	835	613	522	390	202	74	31	7	15
2019	관악구	신림동	외국인	880	19	9	6	11	74	144	115	84	50	70	107	100	50	17	15	1	4	4	-	-	-
2019	관악구	난향동	계	16,394	542	806	724	824	896	853	875	1,266	1,457	1,667	1,333	1,297	1,186	896	716	562	290	124	51	16	13
2019	관악구	난향동	한국인	16,275	535	802	723	823	893	848	855	1,248	1,444	1,659	1,320	1,279	1,182	894	716	561	290	124	50	16	13
2019	관악구	난향동	외국인	119	7	4	1	1	3	5	20	18	13	8	13	18	4	2	-	1	-	-	1	-	-
2019	관악구	조원동	계	19,579	450	446	438	486	1,376	2,707	2,016	1,635	1,267	1,442	1,543	1,743	1,371	937	686	516	324	126	50	11	9
2019	관악구	조원동	한국인	17,530	373	405	409	464	1,325	2,580	1,842	1,500	1,115	1,188	1,188	1,308	1,223	902	681	511	320	126	50	11	9
2019	관악구	조원동	외국인	2,049	77	41	29	22	51	127	174	135	152	254	355	435	148	35	5	5	4	-	-	-	-
2019	관악구	대학동	계	24,457	374	457	426	679	2,562	4,196	2,813	2,111	1,742	1,912	1,655	1,516	1,327	863	714	557	348	137	49	7	12
2019	관악구	대학동	한국인	23,549	360	454	424	630	2,334	3,897	2,665	2,054	1,710	1,893	1,637	1,490	1,317	861	714	556	348	137	49	7	12
2019	관악구	대학동	외국인	908	14	3	2	49	228	299	148	57	32	19	18	26	10	2	-	1	-	-	-	-	-
2019	관악구	은천동	계	35,337	1,084	1,367	1,364	1,341	2,180	3,408	2,890	2,946	2,735	2,895	2,572	2,617	2,392	1,892	1,488	1,200	605	233	87	24	17
2019	관악구	은천동	한국인	34,671	1,067	1,355	1,354	1,326	2,153	3,353	2,817	2,894	2,683	2,819	2,478	2,507	2,350	1,873	1,480	1,197	604	233	87	24	17
2019	관악구	은천동	외국인	666	17	12	10	15	27	55	73	52	52	76	94	110	42	19	8	3	1	-	-	-	-
2019	관악구	성현동	계	31,175	952	1,292	1,491	1,679	1,920	1,983	1,843	2,338	2,467	2,974	2,543	2,332	2,201	1,604	1,384	1,120	641	266	88	29	28
2019	관악구	성현동	한국인	30,968	946	1,287	1,489	1,677	1,909	1,969	1,818	2,311	2,450	2,957	2,517	2,300	2,185	1,602	1,380	1,119	641	266	88	29	28
2019	관악구	성현동	외국인	207	6	5	2	2	11	14	25	27	17	17	26	32	16	2	4	1	-	-	-	-	-
2019	관악구	청룡동	계	34,440	650	659	686	1,093	3,731	6,959	3,884	2,599	1,976	2,138	2,016	2,070	1,866	1,368	1,198	834	446	174	58	15	20
2019	관악구	청룡동	한국인	33,075	622	638	673	1,066	3,606	6,769	3,766	2,499	1,898	2,026	1,844	1,834	1,752	1,346	1,194	831	446	172	58	15	20
2019	관악구	청룡동	외국인	1,365	28	21	13	27	125	190	118	100	78	112	172	236	114	22	4	3	-	2	-	-	-
2019	관악구	난곡동	계	28,912	703	823	862	1,234	1,857	2,417	1,948	2,043	1,898	2,455	2,511	2,780	2,348	1,634	1,435	1,054	567	234	78	18	13
2019	관악구	난곡동	한국인	28,346	690	809	853	1,227	1,831	2,386	1,885	1,994	1,857	2,388	2,440	2,678	2,287	1,627	1,433	1,054	564	234	78	18	13
2019	관악구	난곡동	외국인	566	13	14	9	7	26	31	63	49	41	67	71	102	61	7	2	-	3	-	-	-	-
2019	관악구	삼성동	계	25,226	454	589	720	1,051	1,458	1,723	1,389	1,589	1,586	2,184	2,190	2,398	2,365	1,718	1,494	1,156	702	279	123	31	27
2019	관악구	삼성동	한국인	25,041	447	580	716	1,050	1,454	1,705	1,370	1,565	1,575	2,172	2,160	2,366	2,354	1,717	1,493	1,155	702	279	123	31	27
2019	관악구	삼성동	외국인	185	7	9	4	1	4	18	19	24	11	12	30	32	11	1	1	1	-	-	-	-	-
2019	관악구	미성동	계	32,751	895	1,144	1,127	1,421	2,145	2,873	2,299	2,418	2,318	2,750	2,654	2,756	2,599	1,994	1,470	1,009	572	195	69	21	22
2019	관악구	미성동	한국인	32,067	871	1,121	1,111	1,414	2,119	2,819	2,229	2,358	2,258	2,668	2,552	2,656	2,557	1,981	1,468	1,007	572	194	69	21	22
2019	관악구	미성동	외국인	684	24	23	16	7	26	54	70	60	60	82	102	100	42	13	2	2	-	1	-	-	-
2019	서초구	소계	계	435,107	14,840	21,503	22,494	23,731	25,851	31,347	31,463	36,523	37,414	42,069	33,815	29,565	27,356	19,412	15,893	10,646	6,239	2,960	1,365	412	209
2019	서초구	소계	한국인	430,826	14,693	21,308	22,339	23,624	25,603	30,828	30,845	35,957	36,908	41,660	33,496	29,283	27,246	19,359	15,872	10,635	6,230	2,958	1,362	412	208
2019	서초구	소계	외국인	4,281	147	195	155	107	248	519	618	566	506	409	319	282	110	53	21	11	9	2	3	-	1
2019	서초구	서초1동	계	21,579	688	942	972	1,011	1,236	1,737	1,854	2,009	1,914	1,974	1,558	1,422	1,364	1,020	809	501	306	153	82	24	3
2019	서초구	서초1동	한국인	21,358	683	940	971	1,007	1,211	1,693	1,820	1,978	1,898	1,956	1,550	1,403	1,359	1,016	808	497	306	153	82	24	3
2019	서초구	서초1동	외국인	221	5	2	1	4	25	44	34	31	16	18	8	19	5	4	1	4	-	-	-	-	-
2019	서초구	서초2동	계	18,837	733	792	825	869	1,105	1,687	1,955	1,944	1,627	1,709	1,309	1,149	1,042	747	599	378	188	94	52	17	16
2019	서초구	서초2동	한국인	18,508	722	780	820	862	1,073	1,638	1,901	1,885	1,593	1,686	1,296	1,129	1,035	745	599	377	188	94	52	17	16
2019	서초구	서초2동	외국인	329	11	12	5	7	32	49	54	59	34	23	13	20	7	2	-	1	-	-	-	-	-
2019	서초구	서초3동	계	30,951	812	936	1,109	1,668	2,261	2,834	2,696	2,421	2,176	2,748	2,481	2,302	2,116	1,434	1,244	859	489	226	89	33	17
2019	서초구	서초3동	한국인	30,631	812	933	1,101	1,660	2,236	2,776	2,627	2,387	2,154	2,723	2,456	2,275	2,104	1,431	1,243	859	489	226	89	33	17
2019	서초구	서초3동	외국인	320	-	3	8	8	25	58	69	34	22	25	25	27	12	3	1	-	-	-	-	-	-
2019	서초구	서초4동	계	31,988	1,094	2,064	2,218	2,010	1,927	1,758	1,676	2,480	3,010	3,458	2,678	1,980	1,736	1,285	1,085	723	464	198	99	30	15
2019	서초구	서초4동	한국인	31,687	1,077	2,049	2,211	2,001	1,919	1,732	1,606	2,417	2,982	3,435	2,666	1,970	1,733	1,279	1,082	723	464	197	99	30	15
2019	서초구	서초4동	외국인	301	17	15	7	9	8	26	70	63	28	23	12	10	3	6	3	-	-	1	-	-	-
2019	서초구	잠원동	계	35,131	1,149	1,627	1,950	2,123	2,184	2,462	2,509	2,921	3,096	3,651	3,156	2,402	2,053	1,342	1,015	654	446	229	107	36	19
2019	서초구	잠원동	한국인	34,914	1,147	1,626	1,949	2,115	2,159	2,429	2,471	2,893	3,077	3,633	3,138	2,385	2,048	1,339	1,015	654	446	229	107	36	18
2019	서초구	잠원동	외국인	217	2	1	1	8	25	33	38	28	19	18	18	17	5	3	-	-	-	-	-	-	1
2019	서초구	반포본동	계	12,190	215	429	868	1,134	881	638	434	524	889	1,555	1,259	811	668	526	580	401	233	99	22	15	9
2019	서초구	반포본동	한국인	12,122	210	422	861	1,131	881	630	429	517	880	1,547	1,256	807	668	525	580	401	232	99	22	15	9
2019	서초구	반포본동	외국인	68	5	7	7	3	-	8	5	7	9	8	3	4	-	1	-	-	1	-	-	-	-
2019	서초구	반포1동	계	33,237	1,227	1,992	1,954	1,612	1,820	2,712	2,740	3,266	3,373	3,351	2,252	1,851	1,755	1,193	934	617	328	145	74	22	19
